,alpha,anglit,arcsine,argus,beta,betaprime,bradford,burr,burr12,cauchy,chi,chi2,cosine,crystalball,dgamma,dweibull,erlang,expon,exponnorm,exponpow,exponweib,f,fatiguelife,fisk,foldcauchy,foldnorm,gamma,gausshyper,genexpon,genextreme,gengamma,genhalflogistic,genhyperbolic,geninvgauss,genlogistic,gennorm,genpareto,gilbrat,gompertz,gumbel_l,gumbel_r,halfcauchy,halfgennorm,halflogistic,halfnorm,hypsecant,invgamma,invgauss,invweibull,johnsonsb,johnsonsu,kappa3,kappa4,ksone,kstwobign,laplace,laplace_asymmetric,levy,levy_l,loggamma,logistic,loglaplace,lognorm,loguniform,lomax,maxwell,mielke,moyal,nakagami,ncf,nct,ncx2,norm,norminvgauss,pareto,pearson3,powerlaw,powerlognorm,powernorm,rayleigh,rdist,recipinvgauss,reciprocal,rice,semicircular,skewcauchy,skewnorm,t,trapezoid,trapz,triang,truncexpon,truncnorm,tukeylambda,uniform,vonmises,vonmises_line,wald,weibull_max,weibull_min,wrapcauchy
-0.11242420301657653,4.511419884998798e-05,0.0,5.329047885545432,1.2066996528981804,0.004140263204656535,0.00031870754642079733,6.25403075870422,0.04203307790673105,0.02684781797394136,0.31526474505337576,0.00012687708975413025,0.00038641642280416423,0.0,0.05109493422288515,0.023442181132852673,0.014030344417535836,3.959357613576892,6.62985949185969,0.000344332775622244,0.09503444728707505,0.006838185892628951,0.00034388018763987436,0.0002634881355211005,0.013698688767346043,3.2904698148277554,0.00034590708973511615,3.9431317717076366,0.0008545455558851701,2.7017267909396017,1.1858979224824298,0.005594826316385398,3.4392610771068557,0.03677200431081158,0.0002164094558262868,0.042824154384260724,0.009620257527923505,4.529619179637015,3.350444213166909,6.2376056812997325,0.23232667379485142,6.521294181566999e-09,4.830490673946613,5.5512335677037745,5.765205487519988,5.9191294123204745,0.02842309383663421,3.529743778414565e-05,3.156755884644097e-06,1.8645660124116953e-08,0.0036297979012486965,0.05224742882797444,5.671539744288992,1.3016751108880533,4.669129523348051,3.24476336986486e-05,0.05301192884374803,0.10879237623488605,2.545055361120641,1.0146317007924115,0.005658355891739722,0.013720110030794812,0.09760087976801814,0.00028363524333646357,0.0,6.328884936594882,0.5806545038951385,0.04135656860368934,2.99859438142427e-09,0.00035310207887794264,6.777992528781992,0.054898677968904595,2.286178265378572,0.0003442343058719121,0.04821763271436046,6.639833339731229,0.0032583041319686193,0.8966740623664363,0.005138167375595047,0.005653971149110348,0.0,0.0,5.2761928020472445e-05,0.0,0.0003502738777708889,0.0,0.4180252253342822,0.0003442335762098934,0.027493270480077877,1.4298960566335557,1.4298960566335557,1.2130487311841844,6.100461581216544,0.0,0.024019629160029768,4.66912967898696,1.1349908667279859e+29,0.0,1.3741631478906338,0.00010991456570661842,0.012026885781588602,4.531694208449538
-0.11028247625216384,7.811448326951714e-05,0.0,5.068545608985531,1.3443366426256893,0.0053799725328970245,0.00048027246803480304,6.194996418429359,0.047849804423079734,0.031008202106086322,0.3271298100075746,0.0002066595081628359,0.0005977308238097617,0.0,0.056990632842215755,0.02716515640824679,0.01672847810769364,3.689167855135134,6.522597037201363,0.000515745864225054,0.12209797692574301,0.008534059205496833,0.0005159823092122891,0.0004005326378784223,0.016106171113786167,3.310448223605026,0.0005179278001297775,3.6749969912788742,0.0017688389881904737,2.9538491943434297,1.2048700804172716,0.007122622576828598,3.4739665761375202,0.04228602420472224,0.00033466432794443504,0.04865723987052247,0.011739315630743293,4.5307372901621905,3.675998066738281,6.199481191099673,0.253777884286692,3.354355367722567e-08,4.807185728943792,5.551233567703564,5.74911471601076,5.9054448357300195,0.03256623918305665,6.24035589115948e-05,7.077758346302162e-06,8.694308761931969e-08,0.00474055302180944,0.05821101136700337,5.671539744288992,1.3966158817465295,4.669129523348051,0.00013574745494930455,0.05955181772920495,0.12006891276779362,2.865179824825953,1.0292687757281669,0.007190284400905474,0.0161308244815449,0.10814605356434236,0.0004293888693568871,0.0,6.170462561659248,0.7168697422684392,0.047155813238870116,2.2271023055721125e-08,0.0005287934897851778,6.409832223225716,0.06067090420072799,2.56367948660823,0.0005156035194458882,0.05431242402607308,6.532223356431063,0.00428312255214517,0.992958835593358,0.0066674307108316715,0.007274904671927465,0.0,0.0,9.099746154954687e-05,0.0,0.0005242965139852732,0.0,0.4330163480181216,0.0005156024508934388,0.030776400157213207,1.4947450799528195,1.4947450799528195,1.352993742945855,6.058350438662667,0.0,0.027403426749619816,4.66912967898696,7.448889560488411e+28,0.0,1.7846104179442572,0.0001881816380033668,0.016080287837068958,4.53169418289921
-0.10814074948775115,0.00013327813965755152,0.0,4.848005437581437,1.4815671895714948,0.006969699764239509,0.0007179716592900698,6.13706615462989,0.05446695025859072,0.03581271309420981,0.33967416208125867,0.0003324243287934221,0.0009147252283837127,0.0,0.06360573359934447,0.03147561152085976,0.019931282727264098,3.461466924091364,6.417069948759087,0.0007665470928950664,0.1536709842838561,0.010636405735646353,0.0007681582477659271,0.0006038485323982508,0.01893654482238678,3.332513761981413,0.0007696144349050651,3.4489706225807044,0.0034086141803828973,3.1929360091328536,1.2242348088870998,0.00904700989151981,3.5090212487307064,0.048614088352895074,0.0005128243799142435,0.05528477299931411,0.014304150477337529,4.53186810500842,3.957770411196869,6.160738524516167,0.2771962537375878,1.5395305757490873e-07,4.781553677916014,5.551233567702764,5.731306200412011,5.890276854037411,0.03731331604460608,0.0001085846713190671,1.5342073673930556e-05,3.647404609394928e-07,0.006172106314050959,0.06490725178176014,5.671539744288992,1.4883657670395232,4.669129523348051,0.0004716315092991124,0.066898508924387,0.13251428374093285,3.1260850677400023,1.0442583264814358,0.009117591670462841,0.01896490481073872,0.11983056279431525,0.000644797736799603,0.0,6.01749548862935,0.8656335033252839,0.053760001668380984,1.3922524497893357e-07,0.0007857794284378808,6.087557607490392,0.06712669579440365,2.8314981233901384,0.0007663430495549796,0.06119344704569453,6.426357418602737,0.0056116602646825095,1.088803908460091,0.008616979266143588,0.009327710328984263,0.0,0.0,0.00015461470913092257,0.0,0.0007787486774729047,0.0,0.44882330874920096,0.0007663414973610026,0.03450217675878992,1.5595941032720826,1.5595941032720826,1.4929387547075246,6.016529986953011,0.0,0.031283688486570704,4.66912967898696,1.0673603360822674e+28,0.0,2.1972130208370566,0.0003169751262309515,0.02121937658403964,4.531694154849978
-0.10599902272333847,0.000224120810876524,0.0,4.658525961765489,1.6183485760483878,0.009001419684768558,0.0010647650393589962,6.080209281143282,0.06199402106260556,0.041360885706015524,0.35295038776029525,0.0005281725741068522,0.0013850348182472367,0.0,0.07103284844273014,0.03646547239556315,0.02373007554695077,3.2663913505477735,6.313250150577361,0.0011305443855864662,0.19005983929186626,0.013238416371016195,0.001134635641572722,0.0009028916277750555,0.022264012552420605,3.3566192770875736,0.0011348605265890403,3.2552851999582444,0.006182031408914962,3.4190570178169972,1.2440028916863313,0.011464672558353846,3.5444245287535288,0.0558739217864411,0.0007786968119865017,0.06281492566022384,0.017403515662074102,4.533011912917409,4.198954418429046,6.121384522141996,0.30275956016123956,6.35296417469359e-07,4.753672290558786,5.551233567700078,5.711801635431819,5.873637068043013,0.042752356454740646,0.0001860069263337919,3.219584067033711e-05,1.3862557851646365e-06,0.00801079756066775,0.07243228754522503,5.671539744288992,1.5773754470063504,4.669129523348051,0.0014009777933133693,0.07515153469633701,0.14624964106514865,3.3326034730693244,1.0596122342777483,0.01153636552967797,0.022296620564912887,0.13277751688418282,0.0009604642048611643,0.0,5.869745545463911,1.0262754914751233,0.06127970481255272,7.43268911088973e-07,0.0011586295280373404,5.8017744490013,0.07435548766637855,3.088566364981691,0.0011302543794407631,0.06896438885115995,6.3222071819470615,0.007327653299909649,1.184251590400036,0.011091887738591573,0.011917810097063969,0.0,0.0,0.00025887245885225214,0.0,0.0011478068346877923,0.0,0.46550598902057205,0.001130252142958122,0.03873672854219929,1.6244431265913457,1.6244431265913457,1.6328837664691942,5.974998219465061,0.0,0.035736123601149625,4.66912967898696,1.5977534832245984e+29,0.0,2.597383685652137,0.0005254350971263797,0.027666929636346413,4.531694124406121
-0.10385729595892577,0.00037152407435077925,0.0,4.49375973451226,1.7546378538744398,0.01158914754575466,0.0015664976158042045,6.024396238536716,0.07055541094731115,0.047767571401966975,0.36701623393320276,0.0008290532662302571,0.0020752243353317577,0.0,0.07937714081267987,0.042240885470828236,0.02823203260493478,3.0969843496297798,6.21111002093292,0.0016545583851634651,0.23156608780522256,0.01645339335054296,0.0016628519519858204,0.001338951929819349,0.026175767745444358,3.382710320438399,0.001660603202801909,3.087050082857682,0.01064304449450318,3.632321251661182,1.2641855051570825,0.014494014977662888,3.5801755397342974,0.06419979546768027,0.0011717176965522396,0.07137058736417372,0.021142664116555753,4.534169012549699,4.403124935065974,6.0814263134151645,0.3306611378467166,2.373873307277244e-06,4.723624724985842,5.551233567691945,5.690624665218623,5.8555381811090585,0.048984223971730294,0.00031376000466165166,6.549453090669487e-05,4.80434024057033e-06,0.010364200113333347,0.08089560864788821,5.671539744288992,1.6640044939194052,4.669129523348051,0.003643300616061125,0.08442270624593755,0.16140869427706783,3.4911551859904444,1.075342893951726,0.014564266573180239,0.02621323904629447,0.14712330959600756,0.0014191445791057896,0.0,5.72698711362121,1.1980750118199115,0.06984051843872283,3.4339143183558296e-06,0.0016951907132545614,5.54565511179944,0.08245941697849424,3.3341101007508787,0.0016541496599716517,0.07774292627695256,6.219744918310683,0.009535894145475139,1.2793368874233095,0.014220577504751858,0.015173685991771437,0.0,0.0,0.00042720166070249845,0.0,0.001678770864383153,0.0,0.48312982638466134,0.0016541464636726862,0.043556948138445684,1.689292149910609,1.689292149910609,1.772828778230865,5.933753143427899,0.0,0.04084840983371064,4.66912967898696,4.6263638865823355e+28,0.0,2.974907805812625,0.0008573891513047575,0.03567868069614687,4.531694091680818
-0.10171556919451309,0.000607236156301578,0.0,4.349043433220432,1.890391820810929,0.01487358640257892,0.0022863239588195193,5.969598542863601,0.08029241177511218,0.0551652742119747,0.38193522406842095,0.0012858433697617083,0.0030771753865332196,0.0,0.08875811300510401,0.04892438210798449,0.033562799494108474,2.9481848323904267,6.110622384985856,0.00240282572256461,0.27848685725660793,0.02041872421844058,0.002417930360318087,0.0019693383092764328,0.03077425156557511,3.4107244486592343,0.0024112320284771288,2.9392512635601142,0.017512898105819068,3.832873542052618,1.2847942366598715,0.018279510377499957,3.6162730737129354,0.07374475600493902,0.0017472165406721121,0.08109136352863021,0.025646148781011232,4.5353397129433555,4.573912046915842,6.040871316567378,0.3611111383854575,8.085557701022443e-06,4.6914989376332,5.551233567669391,5.667800823099776,5.835993982998107,0.05612448376718297,0.0005212888012703389,0.00012931012779049687,1.5275309495710427e-05,0.013365732131439793,0.09042199831309808,5.671539744288992,1.7485457262181445,4.669129523348051,0.008457110094871267,0.09483762851532618,0.17813901216087358,3.608482443159067,1.0914632409232201,0.018344855749346592,0.030817288136505288,0.16301906534246188,0.00207999695546225,0.0,5.589006354930147,1.3802649867165517,0.0795850805240477,1.3897251406411442e-05,0.002461065786088663,5.314091856260652,0.09155524687897074,3.5675879282816974,0.0024022545652060655,0.08766265438671333,6.118943232308088,0.012366898229688453,1.3740892348779028,0.0181592398801034,0.019251226091020833,0.0,0.0,0.0006950060318565793,0.0,0.002436493026703186,0.0,0.5017664398355162,0.0024022500343102646,0.049052370697165566,1.7541411732298722,1.7541411732298722,1.9127737899925348,5.892792779826594,0.0,0.04672214702573063,4.66912967898696,1.327560308912958e+28,0.0,3.323286448176581,0.0013775900134418216,0.045546424407887816,4.531694056795734
-0.0995738424301004,0.000978762518271116,0.0,4.220864603739136,2.0255669964392573,0.01902757254707107,0.003310399964865527,5.915788737191554,0.09136549069260047,0.063706835012466,0.3977773614125933,0.0019709061838424197,0.004516167375152991,0.0,0.09931166049630707,0.056657364477741626,0.03986950084770539,2.816214247721231,6.011760507549619,0.0034626465541834598,0.3311151928349007,0.025300535375370782,0.003488418933024814,0.002872803266255574,0.03617981222795665,3.4405904837483834,0.0034742431101359426,2.8081446288749823,0.027696652369857598,4.020891173336283,1.3058411041307194,0.02299677200004082,3.6527155688528845,0.08468313608846333,0.002581985763394005,0.09213584351232353,0.031061039216733127,4.53652433399944,4.7148195640525925,5.999727238362376,0.3943378737773978,2.5259213488438573e-05,4.657387076929068,5.5512335676113596,5.643357466987752,5.815019332364653,0.06430554514804476,0.0008532456988844432,0.00024807749130578705,4.480988102271412e-05,0.017180090273813762,0.10115376421771036,5.671539744288992,1.8312417639391665,4.669129523348051,0.01780632274746008,0.1065374018715945,0.19660345928565293,3.69099482778585,1.1079867798296865,0.023052644603927128,0.03622920851326138,0.1806322710415149,0.003024072299495653,0.0,5.455600492812756,1.5720362050543486,0.09067535540525332,4.981965299872833e-05,0.0035453508431726,5.103170117389837,0.10177659454636825,3.7886449638268096,0.0034618550572903433,0.09887528497891626,6.019775174402724,0.01598241805932944,1.4685337231465179,0.02309691059354251,0.024338717449092873,0.0,0.0,0.00111492928748403,0.0,0.003509054028370859,0.0,0.5214943381723028,0.003461848686877426,0.0553273970051706,1.8189901965491357,1.8189901965491357,2.0527188017542053,5.852115163307246,0.0,0.05347513777492308,4.66912967898696,1.990408255983913e+29,0.0,3.6389370882117333,0.0021800286177856647,0.05760123429890631,4.531694019880562
-0.09743211566568771,0.0015560661196591936,0.0,4.106521188273897,2.1601195974176326,0.024262405037895785,0.004755108578179064,5.862940345728515,0.10395687098283712,0.07356851515445521,0.4146199334448664,0.0029859812103587595,0.006560929612941609,0.0,0.11119243498217395,0.06560295880789743,0.047324202532881963,2.6981889044323877,5.914498085978016,0.004951533762109238,0.3897403345602786,0.03129911098834425,0.0049935537501629166,0.0041564817457565755,0.042533799288474956,3.472227742400674,0.0049673964492821755,2.6908722669583085,0.042292889907577645,4.196580650164015,1.3273385768020525,0.028858425809441576,3.689501085742117,0.0972133767275382,0.003781450887711585,0.10468417422145287,0.03756060275596065,4.537723206996181,4.829130235989799,5.958002073619566,0.43058924264639226,7.279370105974395e-05,4.621384867994146,5.551233567471374,5.6173237107307115,5.792630137930952,0.07367911614131832,0.00137621217716089,0.0004629656160798001,0.00012192276865319756,0.022009601382494918,0.1132533038677286,5.671539744288992,1.9122966452505372,4.669129523348051,0.03446215204003331,0.11968053372101528,0.2169817814425663,3.744471714105678,1.1249276149299376,0.02889894830472446,0.04259046052115142,0.20014846569925596,0.004361319149208683,0.0,5.326577143572379,1.7725417750292902,0.10329521912903723,0.0001598212045838237,0.005067890275691735,4.909827577678756,0.11327651239111731,3.9970770639015734,0.0049504463678993966,0.11155315295036979,5.922214306445814,0.02058190516603238,1.5626919889877366,0.029261247635274205,0.030662541127963287,0.0,0.0,0.0017640131486859319,0.0,0.005014943797642021,0.0,0.5423997240503632,0.004950437484290788,0.06250392677528674,1.8838392198683989,1.8838392198683989,2.1926638135158756,5.8117183420826795,0.0,0.06124405060994805,4.66912967898696,5.484513943575988e+28,0.0,3.9204402178458038,0.0033987618696638094,0.07221677868270411,4.53169398107254
-0.09529038890127502,0.002440566040445271,0.0,4.0038965563199085,2.2940055120552674,0.03083513987479431,0.006776107215274975,5.811027830385944,0.11827345565889796,0.08495353463564287,0.43254843447609953,0.004472190462820404,0.0094359265360654,0.0,0.12457656471306895,0.0759492879628515,0.05612788629218813,2.591866095416132,5.818809243167258,0.007026143602975666,0.45464794175821793,0.03865516469007806,0.007092325607150334,0.0059646438859551525,0.05000220858236783,3.5055452460872627,0.007047654476523869,2.585211156106676,0.06259511326960338,4.360174589980495,1.3492995971713224,0.03612086053683779,3.7266272823064925,0.11156119482209102,0.0054887653443002485,0.11894097964199073,0.04534850144894773,4.538936675133884,4.919862644149293,5.915704104518574,0.47013423947614585,0.0001945679361072417,4.583590995393972,5.551233567152217,5.589730351698303,5.768843338380495,0.08441901550575434,0.00218781753896152,0.000841340321670808,0.0003092228611009642,0.02810158365143593,0.12690605403788188,5.671539744288992,1.9918841994035865,4.669129523348051,0.061997388416341975,0.1344450859521671,0.23947235541559678,3.773963498170866,1.142300482403201,0.036138618613432164,0.05006716121915229,0.22177327434176572,0.006239396781340043,0.0,5.201753693835559,1.980901750019473,0.1176533846129959,0.0004631130955401306,0.007188327036146665,4.7316259791815725,0.12623047883998662,4.19280259533783,0.007024662523745438,0.12589207344186104,5.826234616964852,0.026410015825575395,1.656582879159898,0.036925057969895585,0.038493618890505496,0.0,0.0,0.0027532321018914406,0.0,0.007112024082811126,0.0,0.5645774086342571,0.007024650236897156,0.07072447954201741,1.9486882431876626,1.9486882431876626,2.332608825277546,5.771600377838795,0.0,0.07018753045606771,4.66912967898696,1.8664877041414852e+28,0.0,4.167905264127845,0.005221685932694068,0.08981271476555171,4.531693940515946
-0.09314866213686233,0.00377697851506404,0.0,3.9113064271595106,2.427180274138478,0.03905691772674626,0.009579493630578015,5.760026549629422,0.1345501380278088,0.09809612714219551,0.45165762649234875,0.006622659713924805,0.013436095346209886,0.0,0.13966478869957302,0.0879132220962838,0.06651500250954827,2.49547277163841,5.724668520671252,0.009893272894551029,0.5261202684035959,0.04765704981641384,0.009994637423584883,0.008489576397300616,0.05877993670266944,3.5404409260135896,0.009922187988513242,2.4894035414026936,0.09008380361079978,4.511928749047374,1.3717376043083984,0.04509192306696145,3.764091387253818,0.12798313198778274,0.00789616907054087,0.13513867167243943,0.05466355807664267,4.540165094112835,4.989758509170035,5.872841899680427,0.5132645453390762,0.00048476962182218496,4.544106490608296,5.551233566459775,5.5606097949060675,5.743676881004654,0.09672439408476903,0.0034288482038347034,0.0014903511035655125,0.0007344146462681168,0.03575679884622137,0.14232388118858366,5.671539744288992,2.070154222677006,4.669129523348051,0.10465219850298109,0.1510310873013062,0.26429412011935755,3.783797340489304,1.1601207846768993,0.045077726457535126,0.058854338735568855,0.24573450455063067,0.008854604885006357,0.0,5.080956720574054,2.196207896237918,0.13398670985131012,0.0012225721892717412,0.010117232737727699,4.566593949220296,0.14083986369857654,4.3758398203460835,0.009891273163945814,0.14211459837878568,5.731810443823465,0.033765246084677084,1.750222954614908,0.04641360832045719,0.04815465184526497,0.0,0.0,0.004239935913880907,0.0,0.010008557766707291,0.0,0.5881318544048626,0.00989125630963005,0.08015589496711456,2.0135372665069258,2.0135372665069258,2.4725538370392153,5.731759345641569,0.0,0.08048983189482152,4.66912967898696,1.0222217841213772e+28,0.0,4.382470544848773,0.007907630257333322,0.11085813551711896,4.531693898361555
-0.09100693537244964,0.005768573019412999,0.0,3.8273920291824135,2.5595990359393013,0.049302375683380154,0.013435377674353086,5.709912719477284,0.1530535487296628,0.11326618380684775,0.4720527622389639,0.009698138600491771,0.018944178646937884,0.0,0.15668607073142973,0.10174467361330936,0.07875867279985248,2.4075868762181982,5.632050871928261,0.013823202536955638,0.6044362902802233,0.058648987634162784,0.013974827892022378,0.011984904659360937,0.06909574305397066,3.576800839732274,0.013861726511247823,2.4020394299718366,0.1264086422077965,4.652119188380239,1.3946665586006506,0.05613961348170707,3.801890171961911,0.14677052277670985,0.011258945342481067,0.15354120315571218,0.06578514557631807,4.54140883274659,5.041287456077878,5.829424313021246,0.5602961967662398,0.0011311587624699064,4.503034130427945,5.551233565022126,5.529995973992255,5.717149699140216,0.11082342488805604,0.005298978514504538,0.00257578994152864,0.001640473518198856,0.045339059669360186,0.15974897754856943,5.671539744288992,2.147237126132984,4.669129523348051,0.16707926123784012,0.16966324332248398,0.2916887079030088,3.7776332133945014,1.178404626926821,0.056082250360376354,0.0691809040807507,0.2722845910326115,0.01246523354076807,0.0,4.964021450439488,2.4175285701660734,0.15256393746305125,0.0029634667637574853,0.014129591084084979,4.4131160152370255,0.15733594270870935,4.546288550602675,0.013820525372962165,0.16047372732433404,5.63891654252631,0.043009763195405205,1.8436268803773281,0.05811274058296354,0.06002817771194086,0.0,0.0,0.006443745727634048,0.0,0.01397658001351554,0.0,0.6131783668322991,0.013820502443654915,0.09099372112428769,2.0783862898261893,2.0783862898261893,2.612498848800886,5.6921933338446875,0.0,0.09236506306032946,4.66912967898696,1.868692019003471e+28,0.0,4.565925728804173,0.011807030340073155,0.13587503696581363,4.531693854766088
-0.08886520860803696,0.008696401468330457,0.0,3.75104385460263,2.6912165403331034,0.06202016546693984,0.018694111748311856,5.660663376517661,0.17408629449959062,0.13077456032792073,0.4938509992883935,0.014045949816454987,0.02645067704424953,0.0,0.17590177013880703,0.11773151092681718,0.09317662005951748,2.327053260640555,5.540931655597157,0.019165628099446854,0.6898717826660697,0.07204038058279512,0.019387799538756453,0.016781640107024032,0.0812180587803379,3.614498419022409,0.019216496637261212,2.321973317932393,0.17336095258970488,4.781039584137529,1.4181009680432566,0.06970181302815288,3.8400199207184627,0.16825392237040585,0.0159122770285653,0.17444832003934627,0.07903925404250373,4.542668273613317,5.076661332310517,5.785460482374463,0.6115713271197323,0.0024827736384629337,4.460477851954387,5.551233562152243,5.497924269369476,5.689281688437468,0.12697752980445015,0.008076744811515978,0.0043473867761631806,0.003460247478009272,0.05728602950743951,0.17945833609231243,5.67153974428899,2.2232474955577284,4.669129523348051,0.2540016187632777,0.1905939806768207,0.3219227967678688,3.758540090558201,1.1971688559044373,0.06958780620763612,0.0813154550123942,0.30170326355550775,0.017407608296498588,0.0,4.850791255420753,2.643913673356282,0.17368991937961292,0.006643252855634137,0.019580872293865025,4.2698525148468445,0.17598454660911003,4.704315108486586,0.019162074984695902,0.18125713449342695,5.547528181719885,0.054580472174341775,1.9368077317326964,0.07247779261260594,0.07456545451147156,0.0,0.0,0.009666418078044083,0.0,0.019367852261472945,0.0,0.6398444594223303,0.019162044048365117,0.10346741875593622,2.1432353131454525,2.1432353131454525,2.7524438605625563,5.652900443997824,0.0,0.1060621421791791,4.66912967898696,9.832691404900665e+28,0.0,4.720436090582772,0.01738624591545883,0.16544176526795487,4.531693809891617
-0.08672348184362426,0.012942982053719897,0.0,3.681346171188435,2.8219870919470424,0.07774456258573559,0.025805364838667213,5.612256342823054,0.19799175008525896,0.1509791352633649,0.5171830396374797,0.02012249326641577,0.03657628287939834,0.0,0.1976104591232804,0.13620517450646757,0.11013790923655907,2.252922896737687,5.451286629001478,0.026368360351704735,0.7826993451641733,0.088316257210356,0.026687925088988027,0.023307176692647986,0.09546175056184106,3.6533937715892386,0.026434926662937498,2.248263980299175,0.23283696315483493,4.898998685350877,1.4420559161917783,0.08629704824943765,3.878476399214569,0.19280803530329454,0.022291232348919866,0.19820037610675617,0.09480528761585141,4.543943813748031,5.097853272848151,5.740959827877735,0.6674599719899805,0.0051469562736874115,4.416542189279307,5.551233556621874,5.464431423880174,5.660093682000504,0.14548622053352572,0.012144307299145259,0.007171571440428427,0.006918179284738734,0.07212121358590634,0.20176888689847286,5.671539744288982,2.298286861202582,4.669129523348051,0.36983221320814214,0.21410686698467918,0.3552907063968573,3.7290761691539984,1.216431101258064,0.08611042401178652,0.0955730423465266,0.33430042668391835,0.024115043213861466,0.0,4.741117182085884,2.874399652035057,0.19771038637341073,0.013863458724638107,0.026925868132924635,4.135680677288451,0.19709144172925167,4.850139892186952,0.026363686818283792,0.20479198131414358,5.457620893297957,0.0690013158110047,2.0297772380108476,0.09004329925656224,0.09229615341611615,0.0,0.0,0.014316095519185175,0.0,0.026632574211350665,0.0,0.6682714212176034,0.02636364542472161,0.11784653178660422,2.208084336464716,2.208084336464716,2.8923888723242266,5.613878790755545,0.0,0.12187058479819549,4.66912967898696,1.9913082551939135e+29,0.0,4.848346853298183,0.025255317671887125,0.20019639297132436,4.531693763904973
-0.08458175507921158,0.019020761115784678,0.0,3.617535930722895,2.951864527256134,0.09710809951533245,0.0353401158556827,5.56467019264984,0.22515947131764427,0.17429170852769318,0.5421950364997777,0.02851936498272205,0.050096443307167886,0.0,0.22215349164249618,0.15754708848383386,0.13007058707055708,2.184408138854732,5.363091941679561,0.035998872310211795,0.8831883682492352,0.10804886519008275,0.036450788806655365,0.032107357390566756,0.1121959958870869,3.693333062089163,0.03608519120282242,2.1801301527818473,0.30679298422918766,5.006317920414595,1.4665470919045416,0.10653625379101365,3.9172548211875937,0.2208571875903032,0.030953991657707,0.22518378065804426,0.11352363958272407,4.545235865378844,5.106618620483254,5.695932050120936,0.7283619266447144,0.010116249781711675,4.371331736279122,5.551233546298841,5.429555456289631,5.62960742444318,0.16669264231270808,0.01801737644494824,0.01157239173775868,0.013156859003609554,0.09046708899171124,0.22704338723142595,5.67153974428896,2.3724458831387505,4.669129523348051,0.5183073724675668,0.2405204525725621,0.392117263267319,3.6913650522068324,1.2362098195274942,0.10625833673141169,0.11232304605853474,0.3704195281341341,0.033139811423712445,0.0,4.634857511898708,3.108014509039219,0.22501732837972854,0.02709488407722327,0.03674034929462061,4.009650535618821,0.2210085517696627,4.984027020027514,0.03599277888118275,0.23145039200992354,5.369170741039787,0.08689675196755624,2.122545979072132,0.111433415663692,0.11383881119739489,0.0,0.0,0.020936184717983634,0.0,0.036340923705580834,0.0,0.6986161213624807,0.03599272395617815,0.13444799965093465,2.272933359783979,2.272933359783979,3.0323338840858964,5.575126501786854,0.0,0.14012725779647575,4.66912967898696,1.3052247462560448e+29,0.0,4.952048336266672,0.03619859820585577,0.24083996213168593,4.53169371697712
-0.08244002831479888,0.027605418349224933,0.0,3.558971861272303,3.0808021835380517,0.12085509172709122,0.0480154839858067,5.5178842208176695,0.25603130416252984,0.201185842046234,0.5690508187275748,0.039992913756604534,0.06796743939560237,0.0,0.24992144665991012,0.1821959715413996,0.153470313003455,2.1208492682474356,5.276324129039013,0.048768608466501204,0.9916049340119857,0.1319103862995139,0.049397670932669835,0.0438715784285169,0.13185342885668724,3.7341480008151033,0.04887951816272126,2.116917385951882,0.39719401269310045,5.103329152450253,1.491590821013888,0.13113544323907425,3.9563498131020967,0.25288138450909753,0.04260825180346803,0.2558371567610255,0.13570408732079842,4.546544856710641,5.104515995790137,5.650387128051731,0.7947086392837145,0.018918629641694315,4.324950639290137,5.551233527578954,5.393335572952892,5.597845544905956,0.19098992144639565,0.026380401260728176,0.018280688938559848,0.02387904053765813,0.11305925418500731,0.25569716792706626,5.671539744288895,2.4458060974888545,4.669129523348051,0.702179155606212,0.2701925861623563,0.43276096273823544,3.6471643099570055,1.2565243410056648,0.1307446930352536,0.13199832622784782,0.41044106630715943,0.04517808983433359,0.0,4.531877350308132,3.3437827959697084,0.256055058042688,0.04986809525001184,0.04974545211575941,3.890951428797508,0.24814114368818896,5.106275655574449,0.04876073447644601,0.2616556781884446,5.282154075985181,0.109006281474884,2.215123545421195,0.13737296411415031,0.13991195211120813,0.0,0.0,0.03023882690356882,0.0,0.04920734260019004,0.0,0.7310530920407137,0.04876066220497675,0.15364481518782738,2.3377823831032427,2.3377823831032427,3.172278895847567,5.536641717685348,0.0,0.16122425635502113,4.66912967898696,4.619617928261821e+28,0.0,5.033886095063343,0.05120725968251853,0.288139518123568,4.5316936692825225
